종목코드,종목명,시장구분,종가,시가총액,발행주식총수,corp_code,연도
006740,영풍제지,KOSPI,12300.0,274228500000.0,22295000,00141404,2022
099320,쎄트렉아이,KOSDAQ,30000.0,272568210000.0,9085607,00449254,2022
001070,대한방직,KOSPI,51400.0,272420000000.0,5300000,00112970,2022
126700,하이비젼시스템,KOSDAQ,18200.0,271946438400.0,14942112,00825959,2022
009580,무림P&P,KOSPI,4350.0,271302209400.0,62368324,00119007,2022
031330,에스에이엠티,KOSDAQ,2690.0,268986730230.0,99995067,00128661,2022
108490,로보티즈,KOSDAQ,22500.0,268479517500.0,11932423,00946030,2022
095570,AJ네트웍스,KOSPI,5720.0,267823527400.0,46822295,00365387,2022
027360,아주IB투자,KOSDAQ,2215.0,267622847540.0,120822956,00156895,2022
084010,대한제강,KOSPI,10850.0,267417063900.0,24646734,00113225,2022
079370,제우스,KOSDAQ,25750.0,267388000000.0,10384000,00442570,2022
093320,케이아이엔엑스,KOSDAQ,54600.0,266448000000.0,4880000,00603348,2022
036030,케이티알파,KOSDAQ,5430.0,266174706690.0,49019283,00260958,2022
001630,종근당홀딩스,KOSPI,53000.0,265522633000.0,5009861,00149354,2022
036800,나이스정보통신,KOSDAQ,26550.0,265500000000.0,10000000,00264945,2022
009680,모토닉,KOSPI,8040.0,265320000000.0,33000000,00151128,2022
366030,공구우먼,KOSDAQ,11900.0,264936840000.0,22263600,01307335,2022
089600,나스미디어,KOSDAQ,25000.0,263499050000.0,10539962,00486097,2022
032620,유비케어,KOSDAQ,5040.0,263073580560.0,52197139,00220057,2022
030530,원익홀딩스,KOSDAQ,3395.0,262222945495.0,77237981,00216647,2022
900140,엘브이엠씨홀딩스,KOSPI,2630.0,261567431110.0,99455297,00838500,2022
060280,큐렉소,KOSDAQ,6720.0,261455644800.0,38907090,00356802,2022
034810,해성산업,KOSDAQ,9900.0,260927350200.0,26356298,00219361,2022
100130,동국S&C,KOSDAQ,4565.0,260857795000.0,57143000,00415594,2022
045100,한양이엔지,KOSDAQ,14450.0,260100000000.0,18000000,00216762,2022
037070,파세코,KOSDAQ,13000.0,260000000000.0,20000000,00238153,2022
035890,서희건설,KOSDAQ,1130.0,259683556410.0,229808457,00219848,2022
002990,금호건설,KOSPI,7000.0,258675165000.0,36953595,00106313,2022
000020,동화약품,KOSPI,9260.0,258645412200.0,27931470,00119195,2022
104700,한국철강,KOSPI,6090.0,258520500000.0,42450000,00687711,2022
104480,티케이케미칼,KOSDAQ,2830.0,257234078220.0,90895434,00693554,2022
101360,이엔드디,KOSDAQ,24150.0,256198559400.0,10608636,00619640,2022
037710,광주신세계,KOSPI,32000.0,256000000000.0,8000000,00220561,2022
036530,SNT홀딩스,KOSPI,15700.0,255971010200.0,16303886,00225159,2022
063080,컴투스홀딩스,KOSDAQ,38750.0,255563690000.0,6595192,00535746,2022
166480,코아스템켐온,KOSDAQ,7770.0,255402821520.0,32870376,00989664,2022
107590,미원홀딩스,KOSPI,110000.0,255200000000.0,2320000,00706715,2022
089970,에이피티씨,KOSDAQ,10600.0,254194307000.0,23980595,00544577,2022
001940,KISCO홀딩스,KOSPI,15650.0,253160347000.0,16176380,00159740,2022
010690,화신,KOSPI,7220.0,252125360200.0,34920410,00166315,2022
117580,대성에너지,KOSPI,9140.0,251350000000.0,27500000,00787376,2022
004380,삼익THK,KOSPI,11850.0,248850000000.0,21000000,00127802,2022
003960,사조대림,KOSPI,27150.0,248815279050.0,9164467,00109718,2022
382840,원준,KOSDAQ,16500.0,248499454500.0,15060573,01459212,2022
108230,톱텍,KOSDAQ,6530.0,248291789850.0,38023245,00531917,2022
317330,덕산테코피아,KOSDAQ,13500.0,248095278000.0,18377428,01021666,2022
083790,크리스탈지노믹스,KOSDAQ,3500.0,247612701000.0,70746486,00407814,2022
054950,제이브이엠,KOSDAQ,20450.0,247238291400.0,12089892,00361381,2022
055490,테이팩스,KOSPI,52400.0,247204860000.0,4717650,00256955,2022
003200,일신방직,KOSPI,103000.0,247200000000.0,2400000,00146269,2022
025000,KPX케미칼,KOSPI,51000.0,246840000000.0,4840000,00191472,2022
010170,대한광통신,KOSDAQ,3315.0,246333191325.0,74308655,00113261,2022
002620,제일파마홀딩스,KOSPI,15400.0,245989667000.0,15973355,00148443,2022
314130,지놈앤컴퍼니,KOSDAQ,17450.0,245897041450.0,14091521,01276026,2022
139990,아주스틸,KOSPI,9290.0,245740835810.0,26452189,00486705,2022
018310,삼목에스폼,KOSDAQ,16700.0,245490000000.0,14700000,00125646,2022
001470,삼부토건,KOSPI,1240.0,245114985000.0,197673375,00125974,2022
059090,미코,KOSDAQ,7330.0,244944982740.0,33416778,00366942,2022
052400,코나아이,KOSDAQ,16300.0,244499983700.0,14999999,00349732,2022
033160,엠케이전자,KOSDAQ,11200.0,244246116800.0,21807689,00121686,2022
263050,유틸렉스,KOSDAQ,6640.0,244105357200.0,36762855,01110678,2022
246710,티앤알바이오팹,KOSDAQ,11450.0,242676086100.0,21194418,01109937,2022
078160,메디포스트,KOSDAQ,14900.0,242336490600.0,16264194,00453929,2022
360070,탑머티리얼,KOSDAQ,30350.0,242324810050.0,7984343,01360875,2022
011040,경동제약,KOSDAQ,7870.0,242150188420.0,30768766,00101549,2022
068290,삼성출판사,KOSPI,24200.0,242000000000.0,10000000,00423690,2022
241840,에이스토리,KOSDAQ,25350.0,241838847900.0,9539994,00975290,2022
110790,크리스에프앤씨,KOSDAQ,20600.0,241338888000.0,11715480,00522007,2022
206640,바디텍메드,KOSDAQ,10250.0,240737240000.0,23486560,01046708,2022
214390,경보제약,KOSPI,10000.0,239068600000.0,23906860,00101664,2022
035290,골드앤에스,KOSDAQ,5380.0,239000635800.0,44423910,00249502,2022
001520,동양,KOSPI,1000.0,238684063000.0,238684063,00117337,2022
377030,맥스트,KOSDAQ,12150.0,237786216300.0,19570882,01409095,2022
293780,압타바이오,KOSDAQ,10650.0,237482922900.0,22298866,01251595,2022
143160,아이디스,KOSDAQ,22150.0,237368038500.0,10716390,00883980,2022
002710,TCC스틸,KOSPI,9350.0,237359277650.0,25386019,00117300,2022
084110,휴온스글로벌,KOSDAQ,18750.0,236652975000.0,12621492,00228059,2022
035510,신세계 I&C,KOSPI,13750.0,236500000000.0,17200000,00219486,2022
052710,아모텍,KOSDAQ,24200.0,235790425200.0,9743406,00298447,2022
081000,일진다이아,KOSPI,16600.0,235769385000.0,14202975,00508274,2022
122450,KX,KOSDAQ,5200.0,235747012800.0,45335964,00657987,2022
023760,한국캐피탈,KOSDAQ,746.0,235444743696.0,315609576,00149594,2022
260870,SK시그넷,KONEX,40000.0,235065680000.0,5876642,01188730,2022
102260,동성케미컬,KOSPI,4730.0,235032413440.0,49689728,00679314,2022
080420,모다이노칩,KOSDAQ,2940.0,234381568680.0,79721622,00480048,2022
040300,YTN,KOSDAQ,5580.0,234360000000.0,42000000,00200275,2022
149950,아바텍,KOSDAQ,15000.0,234112500000.0,15607500,00442048,2022
004980,성신양회,KOSPI,9540.0,233883336420.0,24516073,00132804,2022
317400,자이에스앤디,KOSPI,6030.0,233858595600.0,38782520,00367844,2022
032300,한국파마,KOSDAQ,21400.0,233403401400.0,10906701,00187770,2022
216080,제테마,KOSDAQ,13100.0,233353692900.0,17813259,01222867,2022
053610,프로텍,KOSDAQ,21200.0,233200000000.0,11000000,00325112,2022
012320,경동인베스트,KOSPI,98500.0,232954765500.0,2365023,00143527,2022
001780,알루코,KOSPI,2585.0,232570981720.0,89969432,00117027,2022
000230,일동홀딩스,KOSPI,20150.0,232539060000.0,11540400,00146083,2022
035080,그래디언트,KOSDAQ,14950.0,232137380800.0,15527584,00244561,2022
003580,HLB글로벌,KOSPI,5470.0,231747719740.0,42367042,00169048,2022
047820,초록뱀미디어,KOSDAQ,10650.0,231240276300.0,21712702,00299464,2022
015230,대창단조,KOSPI,8090.0,231149340700.0,28572230,00112679,2022
029460,케이씨,KOSPI,17050.0,231096450200.0,13554044,00209780,2022
288330,브릿지바이오테라퓨틱스,KOSDAQ,11600.0,230798530000.0,19896425,01227039,2022
048870,시너지이노베이션,KOSDAQ,2790.0,230756279760.0,82708344,00475985,2022
002390,한독,KOSPI,16750.0,230539177750.0,13763533,00161046,2022
086980,쇼박스,KOSDAQ,3675.0,230194650000.0,62638000,00303794,2022
232140,와이아이케이,KOSDAQ,2805.0,230137206750.0,82045350,01109539,2022
002810,삼영무역,KOSPI,12450.0,229913502600.0,18466948,00127167,2022
114190,강원에너지,KOSDAQ,8800.0,229882734400.0,26123038,00100601,2022
339770,교촌에프앤비,KOSPI,9200.0,229839368000.0,24982540,00453284,2022
083420,그린케미칼,KOSPI,9570.0,229680000000.0,24000000,00454946,2022
318020,포인트모바일,KOSDAQ,18100.0,229187123200.0,12662272,00962393,2022
073490,이노와이어리스,KOSDAQ,34000.0,229076496000.0,6737544,00462121,2022
382900,범한퓨얼셀,KOSDAQ,26100.0,228662100000.0,8761000,01435489,2022
001460,BYC,KOSPI,366000.0,228609090000.0,624615,00122579,2022
001790,대한제당,KOSPI,2545.0,228277796100.0,89696580,00113234,2022
092230,KPX홀딩스,KOSPI,54000.0,228130884000.0,4224646,00587466,2022
006840,AK홀딩스,KOSPI,17200.0,227858049200.0,13247561,00125080,2022
160550,NEW,KOSDAQ,8150.0,227434763900.0,27906106,00974927,2022
291230,엔피,KOSDAQ,5490.0,226797724890.0,41311061,01276901,2022
251370,와이엠티,KOSDAQ,13900.0,226771049600.0,16314464,00602172,2022
001200,유진투자증권,KOSPI,2340.0,226667418120.0,96866418,00131054,2022
115960,연우,KOSDAQ,18250.0,226263500000.0,12398000,00372253,2022
362320,청담글로벌,KOSDAQ,11000.0,226064190000.0,20551290,01534577,2022
077500,유니퀘스트,KOSPI,8250.0,225686793750.0,27355975,00414601,2022
000140,하이트진로홀딩스,KOSPI,9720.0,225569755800.0,23206765,00148993,2022
131370,알서포트,KOSDAQ,4230.0,225319761090.0,53267083,00838962,2022
007160,사조산업,KOSPI,45000.0,225000000000.0,5000000,00124799,2022
003120,일성신약,KOSPI,84400.0,224504000000.0,2660000,00146214,2022
282880,코윈테크,KOSDAQ,23000.0,224258579000.0,9750373,01211232,2022
001130,대한제분,KOSPI,132500.0,223925000000.0,1690000,00113243,2022
150840,인트로메딕,KOSDAQ,5850.0,223669017000.0,38234020,00661157,2022
182360,큐브엔터,KOSDAQ,16200.0,223635929400.0,13804687,00985686,2022
229640,LS전선아시아,KOSPI,7290.0,223255367910.0,30624879,01093007,2022
180400,디엑스앤브이엑스,KOSDAQ,7740.0,222082929900.0,28692885,00995993,2022
086390,유니테스트,KOSDAQ,10500.0,221908323000.0,21134126,00540447,2022
042000,카페24,KOSDAQ,9860.0,221822372280.0,22497198,00260879,2022
019680,대교,KOSPI,2615.0,221497952750.0,84702850,00108913,2022
136490,선진,KOSPI,9300.0,221150317200.0,23779604,00855093,2022
045390,대아티아이,KOSDAQ,3125.0,220229303125.0,70473377,00318316,2022
005720,넥센,KOSPI,4105.0,219798025585.0,53543977,00167192,2022
330860,네패스아크,KOSDAQ,18000.0,219312810000.0,12184045,01368354,2022
377190,디앤디플랫폼리츠,KOSPI,3405.0,219282000000.0,64400000,01475609,2022
046440,KG모빌리언스,KOSDAQ,5640.0,218976203520.0,38825568,00405278,2022
126340,비나텍,KOSDAQ,40000.0,218730480000.0,5468262,00563518,2022
297090,씨에스베어링,KOSDAQ,8100.0,218700000000.0,27000000,00765462,2022
077360,덕산하이메탈,KOSDAQ,4790.0,217643239580.0,45437002,00471068,2022
419530,SAMG엔터,KOSDAQ,25300.0,217350529000.0,8590930,01082418,2022
285490,노바텍,KOSDAQ,20500.0,216804535500.0,10575831,01259232,2022
000540,흥국화재,KOSPI,3370.0,216497713650.0,64242645,00103176,2022
026890,스틱인베스트먼트,KOSPI,5160.0,215059383000.0,41678175,00117498,2022
273640,와이엠텍,KOSDAQ,19600.0,214933600000.0,10966000,01215618,2022
042420,네오위즈홀딩스,KOSDAQ,24250.0,214779000500.0,8856866,00266952,2022
065350,신성델타테크,KOSDAQ,7800.0,214374794400.0,27483948,00136226,2022
011760,현대코퍼레이션,KOSPI,16200.0,214309249200.0,13228966,00164812,2022
084650,랩지노믹스,KOSDAQ,6300.0,214147224900.0,33991623,00545114,2022
084680,이월드,KOSPI,1510.0,214127351430.0,141806193,00540605,2022
017890,한국알콜,KOSDAQ,9900.0,213897024000.0,21605760,00158565,2022
004250,NPC,KOSPI,5820.0,213710400000.0,36720000,00108038,2022
044450,KSS해운,KOSPI,9250.0,213544390000.0,23085880,00160232,2022
006060,화승인더,KOSPI,3850.0,212982000000.0,55320000,00166227,2022
051370,인터플렉스,KOSDAQ,9130.0,212979819360.0,23327472,00369170,2022
200880,서연이화,KOSPI,7860.0,212443514820.0,27028437,01036446,2022
220100,퓨쳐켐,KOSDAQ,9610.0,212401709550.0,22102155,01053540,2022
089030,테크윙,KOSDAQ,5640.0,210674557800.0,37353645,00535676,2022
008060,대덕,KOSPI,6210.0,210457831500.0,33890150,00109189,2022
000430,대원강업,KOSPI,3390.0,210180000000.0,62000000,00111847,2022
096760,JW홀딩스,KOSPI,2980.0,209925223880.0,70444706,00632304,2022
096240,크레버스,KOSDAQ,18150.0,209519316600.0,11543764,00525882,2022
067280,멀티캠퍼스,KOSDAQ,35300.0,209215298700.0,5926779,00425351,2022
011700,한신기계,KOSPI,6400.0,207655366400.0,32446151,00162072,2022
038290,마크로젠,KOSDAQ,19150.0,207612810000.0,10841400,00261373,2022
100790,미래에셋벤처투자,KOSDAQ,4270.0,207011141470.0,48480361,00340096,2022
057880,피에이치씨,KOSDAQ,1740.0,206724832500.0,118807375,00410739,2022
088390,이녹스,KOSDAQ,22000.0,206488568000.0,9385844,00494476,2022
225530,보광산업,KOSDAQ,5680.0,206403969360.0,36338727,00568461,2022
192440,슈피겐코리아,KOSDAQ,33100.0,205761615300.0,6216363,00917861,2022
171090,선익시스템,KOSDAQ,22150.0,204904577650.0,9250771,00327819,2022
033340,좋은사람들,KOSDAQ,2110.0,204565677380.0,96950558,00205003,2022
251970,펌텍코리아,KOSDAQ,16450.0,203980000000.0,12400000,00761059,2022
404990,신한서부티엔디리츠,KOSPI,3645.0,203959197180.0,55955884,01436558,2022
053300,한국정보인증,KOSDAQ,4875.0,203659613625.0,41776331,00306454,2022
371950,풍원정밀,KOSDAQ,9670.0,203461518960.0,21040488,00417167,2022
015540,쎌마테라퓨틱스,KOSPI,6410.0,203176385440.0,31696784,00108065,2022
297890,HB솔루션,KOSDAQ,12150.0,203149129950.0,16720093,00523936,2022
091580,상신이디피,KOSDAQ,14900.0,203060463100.0,13628219,00480783,2022
011280,태림포장,KOSPI,2865.0,202859018100.0,70805940,00153524,2022
003610,방림,KOSPI,4780.0,202261350200.0,42314090,00122348,2022
052260,현대바이오랜드,KOSDAQ,13450.0,201750000000.0,15000000,00347062,2022
083310,엘오티베큠,KOSDAQ,11300.0,201253372900.0,17810033,00484682,2022
069920,아이에스이커머스,KOSDAQ,7790.0,201187359980.0,25826362,00426068,2022
071970,STX중공업,KOSPI,7080.0,200937777360.0,28381042,00406046,2022
003060,에이프로젠제약,KOSPI,503.0,200483668646.0,398575882,00101044,2022
441270,파인엠텍,KOSDAQ,6160.0,200390553440.0,32530934,01686755,2022
044340,위닉스,KOSDAQ,11200.0,200182360000.0,17873425,00293886,2022
053580,웹케시,KOSDAQ,14500.0,199900596000.0,13786248,00323868,2022
005160,동국산업,KOSDAQ,3665.0,198806026530.0,54244482,00172680,2022
018000,유니슨,KOSDAQ,1625.0,198653037375.0,122248023,00144243,2022
252990,샘씨엔에스,KOSDAQ,3960.0,198609230160.0,50153846,01199727,2022
043610,지니뮤직,KOSDAQ,3410.0,198173643580.0,58115438,00223762,2022
083930,아바코,KOSDAQ,12800.0,197283814400.0,15412798,00442145,2022
039570,HDC랩스,KOSPI,7600.0,197277767600.0,25957601,00350312,2022
002100,경농,KOSPI,10100.0,197178007500.0,19522575,00101433,2022
121440,골프존뉴딘홀딩스,KOSDAQ,4600.0,197049362800.0,42836818,00674498,2022
103590,일진전기,KOSPI,5310.0,196896870900.0,37080390,00683469,2022
089010,켐트로닉스,KOSDAQ,13250.0,196870580250.0,14858157,00371485,2022
023450,동남합성,KOSPI,54400.0,196384000000.0,3610000,00115065,2022
044490,태웅,KOSDAQ,9800.0,196072333800.0,20007381,00186799,2022
174900,앱클론,KOSDAQ,12800.0,196071283200.0,15318069,00991191,2022
216050,인크로스,KOSDAQ,15200.0,195216974400.0,12843222,00819073,2022
019210,와이지-원,KOSDAQ,6380.0,195060965220.0,30573819,00139719,2022
032820,우리기술,KOSDAQ,1295.0,195059509680.0,150625104,00231044,2022
012700,리드코프,KOSDAQ,7370.0,194908014950.0,26446135,00117708,2022
125210,아모그린텍,KOSDAQ,11800.0,194662122000.0,16496790,00611912,2022
114810,한솔아이원스,KOSDAQ,6630.0,194604913620.0,29352174,00625942,2022
010580,에스엠벡셀,KOSPI,1745.0,194134321200.0,111251760,00147860,2022
001340,백광산업,KOSPI,4310.0,193598334170.0,44918407,00122472,2022
092130,이크레더블,KOSDAQ,16050.0,193299780000.0,12043600,00634728,2022
058430,포스코스틸리온,KOSPI,32200.0,193200000000.0,6000000,00155258,2022
310200,애니플러스,KOSDAQ,4740.0,192473132040.0,40606146,01335578,2022
068930,디지털대성,KOSDAQ,6680.0,192472436520.0,28813239,00398808,2022
234080,JW생명과학,KOSPI,12150.0,192389831100.0,15834554,00225706,2022
101530,해태제과식품,KOSPI,6590.0,191879856980.0,29116822,00428321,2022
109610,에스와이,KOSDAQ,3920.0,191717008000.0,48907400,00535481,2022
092190,서울바이오시스,KOSDAQ,5010.0,191500501530.0,38223653,00488402,2022
035150,백산,KOSPI,8180.0,191452900000.0,23405000,00122551,2022
348150,고바이오랩,KOSDAQ,11050.0,191230725400.0,17305948,01399071,2022
086890,이수앱지스,KOSDAQ,5750.0,190800341000.0,33182668,00526872,2022
194700,노바렉스,KOSDAQ,10150.0,190361707200.0,18754848,00811372,2022
015890,태경산업,KOSPI,6480.0,189402300000.0,29228750,00153339,2022
061250,화일약품,KOSDAQ,2780.0,189184576680.0,68052006,00188973,2022
039440,에스티아이,KOSDAQ,11950.0,189168500000.0,15830000,00298340,2022
122990,와이솔,KOSDAQ,6710.0,189134374110.0,28186941,00759294,2022
000680,LS네트웍스,KOSPI,2400.0,189127238400.0,78803016,00104698,2022
015360,예스코홀딩스,KOSPI,31500.0,189000000000.0,6000000,00105101,2022
138610,나이벡,KOSDAQ,18950.0,188694227050.0,9957479,00767628,2022
015860,일진홀딩스,KOSPI,3820.0,188507385060.0,49347483,00146649,2022
276040,스코넥,KOSDAQ,15250.0,188502566000.0,12360824,01290248,2022
001270,부국증권,KOSPI,18150.0,188213430900.0,10369886,00123772,2022
025320,시노펙스,KOSDAQ,2495.0,188142722975.0,75407905,00203023,2022
335890,비올,KOSDAQ,3225.0,187480034400.0,58133344,01406618,2022
036560,영풍정밀,KOSDAQ,11900.0,187425000000.0,15750000,00141389,2022
007330,푸른저축은행,KOSDAQ,12400.0,187026720000.0,15082800,00124805,2022
138080,오이솔루션,KOSDAQ,17600.0,186984072000.0,10624095,00571483,2022
146320,비씨엔씨,KOSDAQ,15100.0,186755637300.0,12367923,01301623,2022
033310,엠투엔,KOSDAQ,4620.0,186381107220.0,40342231,00143226,2022
304840,피플바이오,KOSDAQ,15850.0,186279978000.0,11752680,01118281,2022
031440,신세계푸드,KOSPI,48050.0,186072664000.0,3872480,00274933,2022
005680,삼영전자,KOSPI,9300.0,186000000000.0,20000000,00127200,2022
042600,새로닉스,KOSDAQ,14950.0,185732431300.0,12423574,00147994,2022
001250,GS글로벌,KOSPI,2250.0,185700969000.0,82533764,00138190,2022
002780,진흥기업,KOSPI,1275.0,185476474875.0,145471745,00150828,2022
397030,에이프릴바이오,KOSDAQ,17550.0,185345988750.0,10561025,01375822,2022
078350,한양디지텍,KOSDAQ,12150.0,185219241300.0,15244382,00488989,2022
220260,켐트로스,KOSDAQ,6970.0,185111399790.0,26558307,01089350,2022
016450,한세예스24홀딩스,KOSPI,4625.0,185000000000.0,40000000,00161976,2022
356860,티엘비,KOSDAQ,18800.0,184853444000.0,9832630,00920379,2022
228760,지노믹트리,KOSDAQ,8790.0,184820333160.0,21026204,01108248,2022
334970,프레스티지바이오로직스,KOSDAQ,3020.0,184546066380.0,61107969,01258428,2022
010470,오리콤,KOSDAQ,15400.0,184415770000.0,11975050,00141671,2022
023910,대한약품,KOSDAQ,30600.0,183600000000.0,6000000,00113128,2022
123040,엠에스오토텍,KOSDAQ,4205.0,183539192430.0,43647846,00259545,2022
035810,이지홀딩스,KOSDAQ,2810.0,183059824450.0,65145845,00242378,2022
054780,키이스트,KOSDAQ,9350.0,182771864550.0,19547793,00353762,2022
006910,보성파워텍,KOSDAQ,3720.0,182762945280.0,49129824,00267881,2022
027710,팜스토리,KOSDAQ,1640.0,182723224000.0,111416600,00192499,2022
083450,GST,KOSDAQ,19600.0,182627802000.0,9317745,00540863,2022
228850,레이언스,KOSDAQ,11000.0,182501154000.0,16591014,00899459,2022
234340,헥토파이낸셜,KOSDAQ,19300.0,182442900000.0,9453000,00763701,2022
090360,로보스타,KOSDAQ,18650.0,181837500000.0,9750000,00536523,2022
049180,셀루메드,KOSDAQ,4385.0,181594325545.0,41412617,00310156,2022
014280,금강공업,KOSPI,6190.0,181548719830.0,29329357,00105299,2022
067990,도이치모터스,KOSDAQ,5680.0,181136034960.0,31890147,00449379,2022
388720,유일로보틱스,KOSDAQ,21100.0,181055850600.0,8580846,01152586,2022
018290,브이티지엠피,KOSDAQ,5250.0,181040438250.0,34483893,00150165,2022
094820,일진파워,KOSDAQ,12000.0,180944508000.0,15078709,00485177,2022
004970,신라교역,KOSPI,11300.0,180800000000.0,16000000,00135962,2022
033100,제룡전기,KOSDAQ,11250.0,180702101250.0,16062409,00185356,2022
001360,삼성제약,KOSPI,2685.0,180330182115.0,67162079,00126414,2022
085670,뉴프렉스,KOSDAQ,7430.0,179878464790.0,24209753,00493510,2022
270660,에브리봇,KOSDAQ,14750.0,179822294500.0,12191342,01201590,2022
214330,금호에이치티,KOSPI,892.0,179330122296.0,201042738,00105606,2022
094170,동운아나텍,KOSDAQ,9890.0,179120598760.0,18111284,00695969,2022
038880,아이에이,KOSDAQ,607.0,178924874050.0,294769150,00252269,2022
950170,JTC,KOSDAQ,3570.0,178832095680.0,50093024,01041828,2022
194370,제이에스코퍼레이션,KOSPI,13400.0,178697053400.0,13335601,00332927,2022
334890,이지스밸류리츠,KOSPI,4840.0,177847421400.0,36745335,01394377,2022
267850,아시아나IDT,KOSPI,15900.0,176490000000.0,11100000,00458234,2022
079430,현대리바트,KOSPI,8590.0,176398072380.0,20535282,00300548,2022
136540,윈스,KOSDAQ,12700.0,176074857400.0,13864162,00868705,2022
244460,올리패스,KOSDAQ,6090.0,175897695330.0,28883037,01070149,2022
042370,비츠로테크,KOSDAQ,6710.0,175802167750.0,26200025,00103644,2022
241820,피씨엘,KOSDAQ,14950.0,175404657350.0,11732753,01051092,2022
064290,인텍플러스,KOSDAQ,13750.0,175394477500.0,12755962,00479787,2022
036630,세종텔레콤,KOSDAQ,649.0,175230000000.0,270000000,00268002,2022
298060,에스씨엠생명과학,KOSDAQ,14450.0,175142236500.0,12120570,01110474,2022
067080,대화제약,KOSDAQ,9400.0,174996510000.0,18616650,00210740,2022
006620,동구바이오제약,KOSDAQ,6140.0,174775050880.0,28464992,00114686,2022
002210,동성제약,KOSPI,6680.0,174354479600.0,26100970,00116268,2022
048910,대원미디어,KOSDAQ,13850.0,174218402100.0,12578946,00351807,2022
128820,대성산업,KOSPI,3850.0,174156590300.0,45235478,00828789,2022
016610,DB금융투자,KOSPI,4100.0,174030194900.0,42446389,00115694,2022
019550,SBI인베스트먼트,KOSDAQ,1065.0,172600902375.0,162066575,00156910,2022
417310,코람코더원리츠,KOSPI,4270.0,172508000000.0,40400000,01180118,2022
036190,금화피에스시,KOSDAQ,28750.0,172500000000.0,6000000,00176516,2022
340930,유일에너테크,KOSDAQ,16150.0,172397115600.0,10674744,01368637,2022
036200,유니셈,KOSDAQ,5620.0,172332933260.0,30664223,00260569,2022
061040,알에프텍,KOSDAQ,5370.0,172319320830.0,32089259,00309831,2022
111710,남화산업,KOSDAQ,8300.0,170880400000.0,20588000,00245694,2022
028100,동아지질,KOSPI,12150.0,170739648900.0,14052646,00178754,2022
311690,CJ 바이오사이언스,KOSDAQ,29000.0,170481488000.0,5878672,01071041,2022
950190,미투젠,KOSDAQ,12550.0,170427644600.0,13579892,01416235,2022
105840,우진,KOSPI,8380.0,170311885320.0,20323614,00173944,2022
012610,경인양행,KOSPI,4090.0,170210932850.0,41616365,00102113,2022
121800,비덴트,KOSDAQ,3085.0,169952230440.0,55089864,00693651,2022
070960,용평리조트,KOSPI,3530.0,169910665490.0,48133333,00365989,2022
100250,진양홀딩스,KOSPI,3025.0,169083258300.0,55895292,00646732,2022
030210,다올투자증권,KOSPI,2800.0,168879457600.0,60314092,00156859,2022
083650,비에이치아이,KOSDAQ,6490.0,168740000000.0,26000000,00409788,2022
079980,휴비스,KOSPI,4885.0,168532500000.0,34500000,00362238,2022
124560,태웅로직스,KOSDAQ,4385.0,168456720840.0,38416584,00562245,2022
088290,이원컴포텍,KOSDAQ,7070.0,167934134200.0,23753060,00409140,2022
036620,감성코퍼레이션,KOSDAQ,1870.0,167539988990.0,89593577,00261009,2022
089890,코세스,KOSDAQ,10100.0,167508116200.0,16584962,00365934,2022
067290,JW신약,KOSDAQ,3630.0,167442596310.0,46127437,00110431,2022
000700,유수홀딩스,KOSPI,6400.0,166667596800.0,26041812,00163691,2022
109860,동일금속,KOSDAQ,18250.0,166075000000.0,9100000,00118284,2022
005960,동부건설,KOSPI,7260.0,166071207720.0,22874822,00115612,2022
277880,티에스아이,KOSDAQ,8900.0,165925832800.0,18643352,01139035,2022
005860,한일사료,KOSDAQ,4210.0,165889513850.0,39403685,00162911,2022
014160,대영포장,KOSPI,1530.0,165843659970.0,108394549,00111458,2022
023600,삼보판지,KOSDAQ,10250.0,165742500000.0,16170000,00125938,2022
086960,MDS테크,KOSDAQ,7440.0,165402508800.0,22231520,00445841,2022
253840,수젠텍,KOSDAQ,10150.0,165128411350.0,16268809,01063954,2022
168490,한국패러랠,KOSPI,2055.0,164441100000.0,80020000,00960641,2022
200710,에이디테크놀로지,KOSDAQ,12300.0,164012222100.0,13334327,00657002,2022
004710,한솔테크닉스,KOSPI,5100.0,163760377800.0,32109878,00157399,2022
038390,레드캡투어,KOSDAQ,19050.0,163629594000.0,8589480,00261355,2022
399720,가온칩스,KOSDAQ,14200.0,163134144000.0,11488320,01364747,2022
204620,글로벌텍스프리,KOSDAQ,3060.0,162974363760.0,53259596,01042711,2022
094480,갤럭시아머니트리,KOSDAQ,4150.0,162803827700.0,39229838,00587457,2022
065450,빅텍,KOSDAQ,5680.0,162747904000.0,28652800,00385363,2022
007860,서연,KOSPI,6930.0,162715318920.0,23479844,00163114,2022
066980,이엔코퍼레이션,KOSDAQ,3595.0,162681173675.0,45252065,00389998,2022
013580,계룡건설,KOSPI,18200.0,162542507400.0,8930907,00102432,2022
090850,현대이지웰,KOSDAQ,6830.0,162187645630.0,23746361,00656951,2022
372910,한컴라이프케어,KOSPI,5850.0,161895275100.0,27674406,00534598,2022
306040,에스제이그룹,KOSDAQ,16400.0,161799579200.0,9865828,01222432,2022
900290,GRT,KOSDAQ,2400.0,161700000000.0,67375000,01170962,2022
353590,오토앤,KOSDAQ,12550.0,161588403500.0,12875570,01084294,2022
012030,DB,KOSPI,803.0,161542668199.0,201173933,00163345,2022
